ally_has_adc_core,ally_has_single_core,ally_missing_cc,ally_missing_frontline,execution_difficulty,hero_dpm,hero_damage_pct,hero_forward_pct,hero_kda,hero_kp,hero_dpm_per_gold,stage_early,stage_mid,stage_late,counter_label
1,1,1,1,0.5,5142.348708376346,20.527841249060256,28.562242255750466,1.6444444444444446,69.81481481481482,14.421707444913425,1,0,0,1
1,1,1,1,0.5,8948.129344047089,32.58707659814953,27.604561943328523,10.25,87.31884057971014,22.235374016112832,1,0,0,1
1,1,1,1,0.5,4682.847897965929,15.866641235056134,47.7094714469521,4.0,40.0,12.664677530410833,1,0,0,1
1,1,1,1,0.5,7858.5662658574365,29.962621509110807,32.6879381225098,4.0,75.0,17.372048930280418,1,0,0,1
1,0,1,1,0.7,335.57410321764013,1.2493981391849944,34.17394003956942,5.083333333333333,80.75048732943469,1.3782497008162702,1,0,0,1
1,0,1,1,0.7,5142.348708376346,20.527841249060256,28.562242255750466,1.6444444444444446,69.81481481481482,14.421707444913425,1,0,0,1
1,0,1,1,0.7,8948.129344047089,32.58707659814953,27.604561943328523,10.25,87.31884057971014,22.235374016112832,1,0,0,1
1,0,1,1,0.7,4682.847897965929,15.866641235056134,47.7094714469521,4.0,40.0,12.664677530410833,1,0,0,1
1,0,1,1,0.7,7858.5662658574365,29.962621509110807,32.6879381225098,4.0,75.0,17.372048930280418,1,0,0,1
1,0,1,1,0.7,335.57410321764013,1.2493981391849944,34.17394003956942,5.083333333333333,80.75048732943469,1.3782497008162702,0,1,0,1
1,0,1,1,0.7,5142.348708376346,20.527841249060256,28.562242255750466,1.6444444444444446,69.81481481481482,14.421707444913425,0,1,0,1
1,0,1,1,0.7,8948.129344047089,32.58707659814953,27.604561943328523,10.25,87.31884057971014,22.235374016112832,0,1,0,1
1,0,1,1,0.7,4682.847897965929,15.866641235056134,47.7094714469521,4.0,40.0,12.664677530410833,0,1,0,1
1,0,1,1,0.7,7858.5662658574365,29.962621509110807,32.6879381225098,4.0,75.0,17.372048930280418,0,1,0,1
1,0,1,1,0.7,335.57410321764013,1.2493981391849944,34.17394003956942,5.083333333333333,80.75048732943469,1.3782497008162702,0,1,0,1
1,0,1,1,0.7,5142.348708376346,20.527841249060256,28.562242255750466,1.6444444444444446,69.81481481481482,14.421707444913425,0,1,0,1
1,0,1,1,0.7,8948.129344047089,32.58707659814953,27.604561943328523,10.25,87.31884057971014,22.235374016112832,0,1,0,1
